WKT,nama,deskripsi
"POLYGON ((110.0209836 -7.8895041, 110.839465 -8.1859402, 110.8147458 -8.1451591, 110.7900265 -8.1533157, 110.7982663 -8.1179694, 110.7817868 -8.0771815, 110.7625607 -8.0363894, 110.7680539 -8.0064726, 110.7708005 -7.9058273, 110.7955197 -7.8650181, 110.7886524 -7.821483, 110.7708005 -7.8051574, 110.7625607 -7.8323679, 110.7241086 -7.7969939, 110.7048825 -7.8078785, 110.6712369 -7.786109, 110.6197385 -7.7997151, 110.5867795 -7.7888303, 110.5600006 -7.7840687, 110.5332211 -7.7969939, 110.5167408 -7.7755641, 110.4920224 -7.7622973, 110.4872142 -7.7180678, 110.4686765 -7.641177, 110.4659299 -7.5737974, 110.4412106 -7.5411247, 110.4134029 -7.5625663, 110.3924587 -7.5935359, 110.3011349 -7.6527461, 110.2736691 -7.7044633, 110.2709225 -7.6772445, 110.2674889 -7.650364, 110.2530698 -7.641177, 110.1418332 -7.6473019, 110.1143674 -7.6718005, 110.1335935 -7.7119481, 110.1171139 -7.7697811, 110.0954853 -7.7823673, 110.0820951 -7.8017559, 110.0606382 -7.8199521, 110.0618404 -7.8347469, 110.0436442 -7.8561733, 110.0429562 -7.8922247, 110.0209836 -7.8895041))",yogyakarta,
