WKT,nama,deskripsi
"POLYGON ((106.7238176 -6.088041, 106.7080247 -6.0969169, 106.7025316 -6.0935031, 106.6860521 -6.0975997, 106.6915453 -6.107841, 106.6984117 -6.1126202, 106.6874254 -6.1269576, 106.6936052 -6.1351502, 106.6846788 -6.14266, 106.6894853 -6.162458, 106.6887987 -6.1726981, 106.7176378 -6.1849859, 106.7176378 -6.1945429, 106.7245042 -6.1897644, 106.7217577 -6.2116085, 106.7142046 -6.2232129, 106.744417 -6.2238955, 106.7457902 -6.2354995, 106.7478502 -6.249151, 106.7547166 -6.2539289, 106.7512834 -6.2757704, 106.7622697 -6.2785005, 106.7588365 -6.2860082, 106.765703 -6.2880558, 106.7760027 -6.3105783, 106.7808092 -6.3180855, 106.8075883 -6.3146732, 106.8055284 -6.3269576, 106.7972887 -6.3358296, 106.7993486 -6.3453838, 106.7911089 -6.3481136, 106.7924821 -6.3951994, 106.8165147 -6.353573, 106.8275011 -6.3556203, 106.839174 -6.3522082, 106.8398607 -6.3406067, 106.8522203 -6.3371945, 106.8570268 -6.3522082, 106.8638933 -6.3569852, 106.8707597 -6.3522082, 106.874193 -6.3624445, 106.8851793 -6.3658566, 106.8844926 -6.3719982, 106.8906725 -6.366539, 106.8968523 -6.3692686, 106.9044054 -6.3624445, 106.9133318 -6.3644918, 106.916765 -6.353573, 106.9153917 -6.3453838, 106.9215715 -6.3303699, 106.9181383 -6.3242278, 106.9236314 -6.3098958, 106.9153917 -6.3092133, 106.9215715 -6.3037534, 106.9140184 -6.2962459, 106.9064653 -6.277818, 106.9098985 -6.2723577, 106.9016588 -6.2675799, 106.9112718 -6.2546115, 106.9174516 -6.2573417, 106.9195116 -6.2471033, 106.9243181 -6.2539289, 106.9407976 -6.2518812, 106.947664 -6.2382298, 106.9469774 -6.2232129, 106.9607103 -6.2122912, 106.96895 -6.2040997, 106.9662035 -6.1959082, 106.9744432 -6.18089, 106.9703233 -6.1672368, 106.96895 -6.0989652, 106.7238176 -6.088041))",jakarta,
